transaction_id,customer_id,product_id,quantity,price,date,status
TXN000413,CUST0113,PROD0213,4,25.0,2024-01-01,completed
TXN000414,CUST0114,PROD0214,5,30.0,2024-01-01,completed
TXN000415,CUST0115,PROD0215,1,35.0,2024-01-01,completed
TXN000416,CUST0116,PROD0216,2,40.0,2024-01-01,completed
TXN000417,CUST0117,PROD0217,3,45.0,2024-01-01,completed
TXN000418,CUST0118,PROD0218,4,50.0,2024-01-01,completed
TXN000419,CUST0119,PROD0219,5,55.0,2024-01-01,completed
TXN000420,CUST0120,PROD0200,1,10.0,2024-01-01,
TXN000421,CUST0121,PROD0201,2,15.0,2024-01-01,completed
TXN000422,CUST0122,PROD0202,3,20.0,2024-01-01,completed
TXN000423,CUST0123,PROD0203,4,25.0,2024-01-01,completed
TXN000424,CUST0124,PROD0204,5,30.0,2024-01-01,completed
TXN000425,CUST0125,PROD0205,1,35.0,2024-01-01,completed
TXN000426,CUST0126,PROD0206,2,40.0,2024-01-01,completed
TXN000427,CUST0127,PROD0207,3,45.0,2024-01-01,completed
TXN000428,CUST0128,PROD0208,4,50.0,2024-01-01,completed
TXN000429,CUST0129,PROD0209,5,55.0,2024-01-01,completed
TXN000430,CUST0130,PROD0210,1,10.0,2024-01-01,
TXN000431,CUST0131,PROD0211,2,15.0,2024-01-01,completed
TXN000432,CUST0132,PROD0212,3,20.0,2024-01-01,completed
TXN000433,CUST0133,PROD0213,4,25.0,2024-01-01,completed
TXN000434,CUST0134,PROD0214,5,30.0,2024-01-01,completed
TXN000435,CUST0135,PROD0215,1,35.0,2024-01-01,completed
TXN000436,CUST0136,PROD0216,2,40.0,2024-01-01,completed
TXN000437,CUST0137,PROD0217,3,45.0,2024-01-01,completed
TXN000438,CUST0138,PROD0218,4,50.0,2024-01-01,completed
TXN000439,CUST0139,PROD0219,5,55.0,2024-01-01,completed
TXN000440,CUST0140,PROD0200,1,10.0,2024-01-01,
TXN000441,CUST0141,PROD0201,2,15.0,2024-01-01,completed
TXN000442,CUST0142,PROD0202,3,20.0,2024-01-01,completed
TXN000443,CUST0143,PROD0203,4,25.0,2024-01-01,completed
TXN000444,CUST0144,PROD0204,5,30.0,2024-01-01,completed
TXN000445,CUST0145,PROD0205,1,35.0,2024-01-01,completed
TXN000446,CUST0146,PROD0206,2,40.0,2024-01-01,completed
TXN000447,CUST0147,PROD0207,3,45.0,2024-01-01,completed
TXN000448,CUST0148,PROD0208,4,50.0,2024-01-01,completed
TXN000449,CUST0149,PROD0209,5,55.0,2024-01-01,completed
TXN000450,CUST0100,PROD0210,1,10.0,2024-01-01,
TXN000451,CUST0101,PROD0211,2,15.0,2024-01-01,completed
TXN000452,CUST0102,PROD0212,3,20.0,2024-01-01,completed
TXN000453,CUST0103,PROD0213,4,25.0,2024-01-01,completed
TXN000454,CUST0104,PROD0214,5,30.0,2024-01-01,completed
TXN000455,CUST0105,PROD0215,1,35.0,2024-01-01,completed
TXN000456,CUST0106,PROD0216,2,40.0,2024-01-01,completed
TXN000457,CUST0107,PROD0217,3,45.0,2024-01-01,completed
TXN000458,CUST0108,PROD0218,4,50.0,2024-01-01,completed
TXN000459,CUST0109,PROD0219,5,55.0,2024-01-01,completed
TXN000460,CUST0110,PROD0200,1,10.0,2024-01-01,
TXN000461,CUST0111,PROD0201,2,15.0,2024-01-01,completed
TXN000462,CUST0112,PROD0202,3,20.0,2024-01-01,completed
TXN000463,CUST0113,PROD0203,4,25.0,2024-01-01,completed
TXN000464,CUST0114,PROD0204,5,30.0,2024-01-01,completed
TXN000465,CUST0115,PROD0205,1,35.0,2024-01-01,completed
TXN000466,CUST0116,PROD0206,2,40.0,2024-01-01,completed
TXN000467,CUST0117,PROD0207,3,45.0,2024-01-01,completed
TXN000468,CUST0118,PROD0208,4,50.0,2024-01-01,completed
TXN000469,CUST0119,PROD0209,5,55.0,2024-01-01,completed
TXN000470,CUST0120,PROD0210,1,10.0,2024-01-01,
TXN000471,CUST0121,PROD0211,2,15.0,2024-01-01,completed
TXN000472,CUST0122,PROD0212,3,20.0,2024-01-01,completed
TXN000473,CUST0123,PROD0213,4,25.0,2024-01-01,completed
TXN000474,CUST0124,PROD0214,5,30.0,2024-01-01,completed
TXN000475,CUST0125,PROD0215,1,35.0,2024-01-01,completed
TXN000476,CUST0126,PROD0216,2,40.0,2024-01-01,completed
TXN000477,CUST0127,PROD0217,3,45.0,2024-01-01,completed
TXN000478,CUST0128,PROD0218,4,50.0,2024-01-01,completed
TXN000479,CUST0129,PROD0219,5,55.0,2024-01-01,completed
TXN000480,CUST0130,PROD0200,1,10.0,2024-01-01,
TXN000481,CUST0131,PROD0201,2,15.0,2024-01-01,completed
TXN000482,CUST0132,PROD0202,3,20.0,2024-01-01,completed
TXN000483,CUST0133,PROD0203,4,25.0,2024-01-01,completed
TXN000484,CUST0134,PROD0204,5,30.0,2024-01-01,completed
TXN000485,CUST0135,PROD0205,1,35.0,2024-01-01,completed
TXN000486,CUST0136,PROD0206,2,40.0,2024-01-01,completed
TXN000487,CUST0137,PROD0207,3,45.0,2024-01-01,completed
TXN000488,CUST0138,PROD0208,4,50.0,2024-01-01,completed
TXN000489,CUST0139,PROD0209,5,55.0,2024-01-01,completed
TXN000490,CUST0140,PROD0210,1,10.0,2024-01-01,
TXN000491,CUST0141,PROD0211,2,15.0,2024-01-01,completed
TXN000492,CUST0142,PROD0212,3,20.0,2024-01-01,completed
TXN000493,CUST0143,PROD0213,4,25.0,2024-01-01,completed
TXN000494,CUST0144,PROD0214,5,30.0,2024-01-01,completed
TXN000495,CUST0145,PROD0215,1,35.0,2024-01-01,completed
TXN000496,CUST0146,PROD0216,2,40.0,2024-01-01,completed
TXN000497,CUST0147,PROD0217,3,45.0,2024-01-01,completed
TXN000498,CUST0148,PROD0218,4,50.0,2024-01-01,completed
TXN000499,CUST0149,PROD0219,5,55.0,2024-01-01,completed
TXN000500,CUST0100,PROD0200,1,10.0,2024-01-01,
